review,sentiment
the film chaos takes its name from gleick s 1988 pop science explanation of chaos theory what does the book or anything related to the content of the book have to do with the plot of the movie chaos nothing the film makers seem to have skimmed the book obviously without understanding a thing about it looking for a theme to united the series of mundane action sequences that overlie the flimsy string of events that acts in place of a plot in the film in this respect the movie choas resembles the canadian effort cube in which prime numbers function as a device to mystify the audience so that the ridiculousness of the plot will not be noticed in cube a bunch of prime numbers are tossed in so that viewers will attribute their lack of understanding to lack of knowledge about primes the same approach is taken in chaos disconnected extracts from gleick s books are thrown in make the doings of the bad guy in the film seem fiendishly clever this of course is an insultingly condescending treatment of the audience and any literate viewer of chaos who can stand to sit through the entire film will end up bewildered how could a film so bad be made rewritten as a novel the story in chaos would probably not even make it past a literary agent s secretary s desk how could at least hundreds of thousands and probably millions of dollars have been thrown away on what can only be considered a waste of time for everyone except those who took home money from the film regarding what s in the movie every performance is phoned in save for technical glitches it would be astonishing if more than one take was used for any one scene the story is uniformly senseless the last time i saw a story to disconnected it was the production of a literal eight year old among other massive shortcomings are the following the bad guy leaves hints for the police to follow he has no reason whatsoever for leaving such hints police officers do not carry or use radios dupes of the bad guy have no reason to act in concert with the bad guy let me strongly recommend that no one watch this film if there is any other movie you like or even simply do not hate watch that instead ,0
anyone who visited drive ins in the 1950s 60s and 70s must have seen a film or two by american international pictures a distributor that resembled 1980s giant cannon films wherever movie goers ventured aip would be right there to supply the latest en vogue titles in the 50s came horror movies like voodoo woman and the undead in the 60s were frankie avalon annette funicello beach comedies and biker flicks like the glory stompers and into the 70s aip churned out grindhouse level trash like cannibal girls and sugar hill dillinger released in 1973 is one of the more highbrow aip efforts that capture the true spirit of drive in film making it is one of those uneven over the top flicks that satisfied the masses thirst for entertainment craftsmanship and common sense be damned on the whole dillinger is typical for its era entertaining and worth a couple of hours but certainly not memorable heavy on action and short on both acting and historical fact dillinger was a fair effort by screenwriter director john milius magnum force but certainly left room for improvement in his extensive career the 109 minute dillinger epic for aip s scope follows the quest of fbi midwest chief melvin purvis played by academy award winner ben johnson purvis was the investigator who sought revenge for four fbi agents killed in a 1933 kansas city ambush that helped gangster frank nash to escape justice at large were the men who supposedly plotted that breakout including expert bankrobber john dillinger warren oates pretty boy floyd steve kanaly and psychopath baby face nelson richard dreyfuss dillinger eventually joined forces with floyd and nelson taking along homer van meter harry dean stanton and harry pierpont geoffrey lewis he also hooked up with billie frechette michelle phillips a prostitute of french and indian extraction while taking place over several months in 1933 4 dillinger is basically a chase film with purvis s entourage looking to run down and kill off the men wanted by j edgar hoover dillinger has a documentary feel listing dates and places while johnson supplies loose narrative as purvis milius keeps an honest depression look using authentic fashion cars weapons and buildings he also sprinkles around black and white photography and stock footage of gangster shootouts the film is never boring moving at a quick if haphazard pace the action scenes are dillinger s strongpoint edited competently by fred feitshans jr in his last professional effort thousands of blank ammunition rounds must have been used to make this film not to mention pounds of explosives this film is certainly not for the squeamish with people getting shot and dropping dead all over the place the violence while gratuitous brings some understanding of the mayhem that organized crime dumped on american life this film never transcends its exploitation status however because the needed writing just isn t there john milius somewhat overrated as a filmmaker places way too much emphasis on action the action scenes mostly blood filled shootouts are impressive and comparable with any major crime film of its era including 1967 s bonnie and clyde but we simply don t get to know much about dillinger and his gang members as people the vital relationship that develops between dillinger and frechette is barely touched upon with the pair meeting in a bar during one scene and cavorting as lovers just ten minutes afterward melvin purvis also seems to wander in and out of the storyline becoming a prominent figure only when milius needs to keep the film from unraveling all too often the film takes on a shoot em up persona when its characters could have been explored in detail aside from this the picture s main crime is ignorance of historical fact while many say that dillinger is just a film it s films such as this one that create fables and make them permanent those with knowledge of gangster history will point out that john dillinger was not the last of his ring to die as milius s screenplay and the film s documentary style encourage us to believe in fact dillinger died before baby face nelson and homer van meter he also was said not to be carrying a gun on the night of his death nor did he have billie frechette in tow while these inaccuracies might make for high drama there is no reason why milius couldn t have stayed with the facts and written a great story around them warren oates s performance as dillinger is quite good although he sometimes looks unconvincing oates is humorous and nicely portrays how dillinger became consumed by his larger than life image in the american press however we never really feel the menace he invoked in his lifetime ben johnson gives some life to purvis suave but rather flat michelle phillips brings emotion to the billie frechette character and it s really too bad that milius s screenplay didn t flesh out her relationship with dillinger we never learn what drew her to a cold blooded killer other than the stereotype of an easy going girl who is attracted to men of danger the supporting roles with kanaly dreyfuss stanton lewis and a briefly appearing cloris leachman are acceptable for such talent as a piece of 1970s exploitation dillinger appears doomed to retail bargain bins which is exactly where i picked up mgm s dvd release for 4 99 the film is nicely presented in widescreen a must for drive in flicks with subtitles in french and spanish dillinger s theatrical trailer is supplied as a lone extra largely forgotten except by gangster movie fans and drive in enthusiasts the film doesn t really call for much else in way of supplementary material for fans of the genre it s certainly worth checking out out of 4roving reviewer www geocities com paul_johnr,0
i never heard of this film til it played as part of a robert mitchum retrospective at the national film theatre in london almost 60 years on the cast list looked tasty to say the least with seven names in addition to top billed mitchum in the public domain charles mcgraw not long off the killers barbara bel geddes long before dallas and arguably still better known as the daughter of theatre set designer norman walter brennan who needed no introduction frank faylen the sadistic male nurse in the lost weekend and the much nicer small town mensch in it s a wonderful life robert preston still a decade away from harold hill in the music man with tom tully and phyllis thaxter making up the numbers alas most of them were wasting their time i looked in vain for any signature scenes given that it was robert wise on bullhorn by this time he d made around a half dozen films and had still to find a style the story is our old friend the range war and mitchum must have thought it was barely a cut above the hopalong cassidy oaters on which he d cut his teeth there are no new twists if you don t count the unbelievable scene when mitchum accuses preston of sleeping with thaxter to gain information about her father s plans to move his cattle this is perfectly true but how did mitchum know we ve seen or heard nothing to indicate how he discovered it on balance not a lot to be said for this ,0
buster keaton was finding his feature length voice in three ages there are some fine sequences but it doesn t quite hang together the chariot race in three ages is hilarious included are 2 shorts one of which the goat is excellent ,1
it is a rare occasion when i want to see a movie again the amati girls is such a movie in old time movie theaters i would have stayed put for more showings was this story autobiographical for the writer director it has the aura of reality the all star cast present their characters believably and with tenderness who would not want mercedes ruehl as an older sister i have loved her work since for roseanna with most movies one suspends belief because we know that it is the work of actors producers directors sound technicians etc it was hard to suspend such belief in the amati girls one feels such a part of this family how i wanted to come to the defense of dolores when her family is stifling her emotional life and wanted to cheer lee grant as she levels criticism at cloris leachman s hair color the humor throughout is not belly laugh humor but instead has a feel good quality that satisfies far more than pratfalls and such the love that is portrayed in this cinema family is to be emulated and cherished it is no coincidence that the family name amati translated from the italian means the loved ones ,1
1st watched 4 30 2009 4 out of 10 dir john waters corny waters like comedy musical with some funny scenes and good parts but it didn t make a whole worthwhile experience john waters directed this music filled spoof of the fifties scene with johnny depp playing the title role this movie is very similar with what he did with the 60 s spoof entitled hairspray but this one is not as effective some of the tunes are catchy some of the characters are interesting in their quirky waters like way and the portrayals are fine although sometimes overdone the storyline is similar to the movie grease where there is a good group and a bad group the guy from the bad group cry baby wow s a girl from the good group the good girl then joins the bad group but once cry baby hurts her she falls back to the good group this just sets up the ending where cry baby tries to win her back now one difference that is expected in water s movies is that the bad group doesn t appear all that bad all the time and the good group acts like they have a pole up their you know what i definitely saw this in hairspray as well the wacky and goofiness isn t really all that much fun in this movie though and it just leaves us with a feeling like the movie could have been much better the prime appeal of the johnny depp character is that he s able to make one tear roll down his cheek thus his namesake at various times and makes the women fall all over the place for him this is overused and the basic bottom line is that the movie is ok but not that great ,0
imagine that dragnet episode where friday and gannon go into a typical 1970 den of hippie inequity but instead of giving everyone a lecture they get some that s joe in a nutshell this film of a working class bigot and a rich guy who s just killed his girlfriend s drug dealer boyfriend has dated terribly and most of the supporting acting is stilted but it s still interesting to watch peter boyle then about 35 plays joe the bigot and he looks like james gandolfini in her film debut susan sarandon plays the doe eyed daughter and while she doesn t necessarily hint at her future greatness you can t take your eyes off her ,1
i saw this superb documentary at the santa barbara int l film festival it is extremely absorbing and very well crafted drawing you into the life and career of harry nilsson one of the most overlooked musical talents of the 1960 s and 70 s while i was familiar with his better known compositions one is the loneliest number without you i learned about this man s brilliant writing and beautiful singing if you love music you ll find plenty to draw you in to his world which unfortunately spiraled out of control as his success increased and his past haunted him however sad he nonetheless was completely devoted to his family and you will find yourself so glad to have met this man the profile is effectively told through nilsson s own words and those of his friends and colleagues a virtual who s who of rock who loved and respected him don t miss this ,1
lillian hellman s play adapted by dashiell hammett with help from hellman becomes a curious project to come out of gritty warner bros paul lukas reprising his broadway role and winning the best actor oscar plays an anti nazi german underground leader fighting the fascists dragging his american wife and three children all over europe before finding refuge in the states via the mexico border they settle in washington with the wife s wealthy mother and brother though a boarder residing in the manor is immediately suspicious of the newcomers and spends an awful lot of time down at the german embassy playing poker it seems to take forever for this drama to find its focus and when we realize what the heart of the material is the wise honest direct refugees teaching the clueless head in the sand americans how the world has suddenly changed it seems a little patronizing the viewer is quite literally put in the relatives place being lectured to lukas has several speeches in the third act which undoubtedly won him the academy award yet for the much of the picture he seems to do little but enter and exit enter and exit as his spouse bette davis enunciates like nobody else and works her wide eyes to good advantage but the role doesn t allow her much color their children all with divergent accents are alternately humorous and annoying and geraldine fitzgerald has a nothing role as a put upon wife and the disgruntled texture she brings to the part seems entirely wrong the intent here was to tastefully tactfully show us just because a wwii era man may be german that doesn t make him a nazi sympathizer we get that in the first few minutes the rest of this tasteful tactful movie is made up of exposition defensive confrontation and ultimately compassion it should be a heady mix but instead it s rather dry eyed and inert from ,0
tasteless i can t even write intelligently about the movie i laughed the entire movie it wasn t supposed to be funny matt farnsworth has no clue what he is doing his story is written it seems without any knowledge of iowa culture and the meth problem i know farnsworth is from iowa which makes his movie even more puzzling to me why do the two main characters have accents it doesn t make any sense the acting was mediocre at best and at times hard to watch gratituous violence and sex filled the movie i am guessing that the violence and sex were supposed to make the movie edgy but it came across as unbelievable and offensive the ending of the movie is so brilliantly bad that all i could do was laugh and look at the rolling credits with disbelief as i walked out of the theatre everyone else who was leaving was laughing along with me the ending of the movie was meant to evoke tears but it did the exact opposite do not waste your time on this horrible movie unless you want to see ignorant sappy overacted clichéd drivel ,0
this is indeed a god adaptation of jane austen s novel compared with the american version with guinneth paltrow the script was written to resemble as much as possible the book but the acting was awful besides kate beckinsale who i believe was a true likeness of the emma in the book all the other actors were trying too hard mark strong was not the gentleman he was supposed to be he was often rude and offensive had no feeling whatsoever and throughout the entire film you could not see his love growing for emma at all this had a terrible effect on kate beckinsale who seemed to be trying to resque her leading role as well as her partner s moreover there was no chemistry between the entire cast hariett smith played by samantha morton seemed to have no real attachment to mr elton played by dominic rowan therefore she did not seem as heartbroken as she was portrayed in the book the settings of the film are also too poor the costumes are even more so i would have imagined emma woodhouse to dress in a more fashionable and elegant way that she does here the ending is also too long it is good that it resembles the book s ending but it is a killer ending for a film and again i can see no feeling of happiness in the face of mr knightley to conclude i believed this adaptation to be loyal to the book but with poor actors it seemed as if the film was made without any budget at all i would prefer to see the lighter version with paltrow and northam even if it is clear that it was made to be a blockbuster than to watch these actors excepting the good olivia williams and the better kate beckinsale ruin the entire script ,0
i tried watching this abomination of the cinema when i was five years old i have never been the same since filled to the brim with drug induced images that reek of the common ravings of your average asylum resident this movie despite its colorful appearance is not for humans especially not children it starts out innocently enough with a poor boy who ruins his classmate s drum by wait for it putting his head through it yes putting his head through it but fear not my friends he is quickly consoled by his chirping flute which is weird enough i ll grant you but still acceptable then the movie morphs into a combination of wizard of oz and where the wild things are but loses all the warm and fuzzy aspects of either of these two books so this seven foot yellow relative of barney befriends this poor boy and plunges him even deeper into despair and to add the pleasant array of horrific themes a carnivorous boat formerly a friend of the motley crew of hobbling grandfather clocks and doped up dragons is added to the mix of mayhem the most comforting image in the midst of this chaos is the villain aptly dubbed witchiepoo of course she has problems of her own what with an obvious plastic mask constricting her facial expressions to having to deal with a broomstick whose gas level always seemed to be at its lowest at the most inopportune moments as a result of this one of her favorite pastimes was nose diving into the body of water that separated the land of pufnstuf from her degenerate decaying abode i don t know where i would have preferred to live in summary this movie is terrifying if you want to watch the movie that has similar effects on its audience as the exorcist then this one is for you enjoy ,0
the longer this film went on and it seemed to tediously go on for ever the more annoyed i became as quite frankly what a waste of time sitting through this total nonsense how on earth do people get to make films like this or indeed receive finance for such rubbish don t be fooled by the relatively high ratings on imdb as it just proves you can fool some of the people all the time and in this picture the main players have an obsession with guns so it is not difficult to work out the way this movie will ultimately unfold america can never understand that the rest of the world finds it bizarre how society in the usa has such an obscene and fatal gun culture anyhow the lead actor portrays a loser who escapes into a fantasy world of being a cowboy in an urban sprawl he comes across a family with two spoiled brat children a teenage girl and boy taken care of by a strict single parent father who can barely cope the cowboy is seduced by the teenage girl or vice versa and the impressionable boy is seemingly taken in by the lunacy of the loser the cowboy spends the whole time in a state of unreality and depression a total loser who prefers to go to the beach then work for living and then commits a burglary on his family as he is too lazy to make money legally ask yourself who wants to watch either a sad failed loser in a fantasy world holding a death wish or indeed view a poor family who are in effect not much better than white trash this film is pointless drivel it only saves itself from getting the lowest mark possible by some half listen able music 2 10 ,0
this movie is simply excellent for some reason it wasn t a success at the box office in india in new york however i have yet to come across a person who disliked this movie this is definitely the funniest movie to come out of india everyone gives a good performance amir khan however just takes over and puts the movie over the top ,1
i have to admit that i absolutely loved this movie of course as i m sure you know that malcolm s in the middle star frankie muniz and the ever so sweet amanda bynes the amanda show starred in this children s comedy as two friends that i m sure that we can all re late to the movie is about a boy jason shepard frankie and his friend kaylee amanda going onto an adventure in hollywood spoilers aheadas it begins jason is a typical 14 year old boy whom lies to get around every day life s problems one day jason is hit by mr wolf the big bad director jason s english paper is stolen by wolf and begins the adventure along with kaylee to earn his father s trust back they fly to hollywood in search of wolf to get him back frankie and amanda do all sorts of crazy stunts to get wolf back and all he has to do is call jason s dad and tell him he stole his idea but the end is no real surprise being the good proveles and wins the story is cute and fifth grade humored but what do you expect it s rated pg i really belive this is one of the years best family comedies not only is the childrens acting great exceptional casting well written but it s good clean fun it made me laugh as well as fall in love with it s innocent message i highly reccomend it and would like to disagree with that someone who gave it a zero out of ten the unemployed critic isn t unemployed for nothing i give it well i voted a ten out of ten a perfect ,1
brian de palma s undeniable virtuosity can t really camouflage the fact that his plot here is a thinly disguised psycho carbon copy but he does provide a genuinely terrifying climax his blow out made the next year was an improvement ,1
the phenomenon helge schneider defies easy description or quick categorization yet for the international audience not acquainted to him one could say he s something like a crude mix of weird al yankovich and andy kaufman adding a foible for jazz music and 70s outfits while his stage performances already are eccentric his movie works are simply hilariously outrageous 00 schneider is in my opinion helge s best movie he stars in the two leading roles police detective kommissar 00 schneider and murderer villain nihil baxter and also in a precious smaller role as physician dr hasenbein in the opening scene we see how modern art loving baxter accidentally kills the circus clown bratislav metulskie from whom he has bought a malfunctioning used jaguar when a beloved sculpture slips out of baxter s hands fatally hitting metulskie upon reading about the incident in the newspaper 00 comes back from retirement to investigate the case with the support of his loyal sidekick lt koerschgen who is played by an elderly actor bearing the same name they pick up baxter s track quickly and interrogate him at his weirdly decorated mansion one of the movie s best scenes but initially fail to gather any proof the story winds through many turns with several scenes that don t always really contribute to the progress of the plot but are hilariously funny such as a daydream by 00 including the most unusual view on a running man s brief clad crotch in movie history a police department party during which koerschgen gets into a row with the chief and has to be hospitalized and a visit at the already mentioned dr hasenbein s baxter then is finally caught attempting to escape to rio de janeiro on a plane always worth special mention is andreas kunze who in this case plays 00 s wife as he s usually appearing in drag performing women s roles in helge s movies so all you folks out there looking for new laughs i strongly recommend this movie the catch you have to understand german as i doubt there s an english version around ,1
 antwone fisher tells of a young black u s navy enlisted man and product of childhood abuse and neglect luke whose hostility toward others gets him a stint with the base shrink washington leading to introspection self appraisal and a return to his roots pat sanitized and sentimental antwone fisher is a solid feel good flick about the reconciliation of past regrets and closure good old hollywood style entertainment family values entertainment with just a hint of corn b ,1
this is the second eytan fox film i have seen the fantastic actor lior ashkenazi who starred in walk on water has a minor role in this film also but the real stars are the young israelis who live together in a tiny apartment noam ohad knoller lulu daniela virtzer and yelli alon friedman and the palestinian that joins them off and on ashraf yousef joe sweid there is sort of a friends sex in the city thing going on mostly gay and they all just want the war to end so they can go on with their lives in peace but that s the rub no matter how many posters you put up or how many raves for peace you have the war is not going to end many have tried over the years to bring the two sides to the table but they just want to keep it going for whatever reason there are many on the israeli side both there and here in the us who just want it all and will not consider peace there are many on the palestinian side who apparently would be out of a job should peace ever come it is in no one s interest to end this war and the children suffer this is always on your mind as you watch this funny and engaging film it won t go away you know something tragic is going to happen and of course it does with the feelings on both sides running strong and revenge as the motivator tragedy always happens and that is what makes this an adult version of friends sex in the city there is no superficiality it is real life and it was a beautiful thing to see ,1
this film is on my top 20 comedies list this is a truly unique film to the reviewer who said i must be really missing something you are correct you are missing something if you don t have the kind of sense of humor this film requires that s one thing but don t give it a bad review because you think it s looney but isn t intended to be loony is an apt description of both what it intends to be and what it succeeds in being i laughed much more often and much more intensely at this film than i do at most other funny films michael almereyda brought out the best in his cast in this his first big film for which he was nominated for an independent spirit award for best first feature crispin glover as usual is absolutely brilliant in some perfectly inexplicable way and some of his very funniest lines ever were said in this film glover is clearly the best comic actor working right now harry dean stanton puts in an excellent comic performance william burroughs is incredible in a small role dylan mcdermott was ideally cast and lois chiles is completely excellent all of the above are perfectly funny in their own perfect way but this is one of crispin s finest performances up there with his performances in river s edge and willard if you are a crispin glover fan but have somehow overlooked this film you need to stop whatever it is you re doing and see this immediately but just remember to relax first and maybe have a beer or something this is a great film but it is very unusual and i recommend being in or inducing an appropriately silly state of mind before viewing ,1
poorly cast terrible script full of holes hot blonde gets eaten alive the evil scientist has a seriously nasty mustache one man takes on a platoon of trained gunman and comes out victor terrible special effects they fix the problem by blowing the head off the monster awesome the only thing missing was an unnecessary graphic sex scene during one of the killings haha good gored up fun filled with predictable twists and laughable one liners i highly enjoyed this movie but before you watch it make sure you re in for a good laugh i recommend this movie to people who can watch a movie and not take it so serious i can not in my right mind think that this movie was made for people to take it seriously however if you can watch it and sit back and just enjoy i really think you can enjoy this movie in the way it was meant to be enjoyed very simply so get some popcorn and a couple beers and have a fun night with some friends and this movie it brought some joy into my life ,1
the night listener held my attention with robin williams shining as a new york city radio host who becomes enamored with his friendship with a 14 year old boy rory culkin who is very ill williams has never met the boy in person as they have only been in contact by talking on the telephone however williams ex boyfriend nice job from bobby cannavale raises doubt about the boy which prompts williams to arrange a meeting with him in person what follows makes a permanent impact on williams in a way he does not expect i will leave it at that toni collette also stars i enjoyed this film with toni collette giving a memorable portrayal of culkin s adoptive mother sandra oh also starred as williams friend the night listener is inspired by actual events and it has a somber almost creepy silence throughout at times it is predictable no thanks to some of the reviews i read before seeing the movie and just due to logic but i liked it anyway i enjoy williams in roles like this more so than his comedic characters so that was an added bonus for me recommended 8 10,1
the producers of this film offer to pay funeral expenses for anyone who dies of fright while watching this movie they should have offered intensive psychotherapy for anyone who really enjoyed this stinker a young couple moves into a house where a woman who looks like the woman from the couple lived extremely boring and very predictable in the end i ended up not caring about anyone in this movie avoid this one at all costs ,0
this movie is a joke and must be one of the worst movies stallone ever made this is a typical 80s movie where you have one man destroying the whole army by himself first blood pt 2 is very similar to schwarzenegger s commando but there you have arnold killing the terrorist while here you have a specific nation showed as the bad guys this movie is a typical american anti soviet propaganda true this was the peak of the cold war but i m sick of having communists or the nazis always being shown as the enemy there are so many american movies that have this one thing in common why can t there a movie that show americans as the enemy who s going to believe that one lone soldier will destroy the whole army do you really think that something like this would have really happened by the looks of it an average brain washed american viewer certainly would ,0
i caught this movie on the horror channel and was quite impressed by the film s gothic atmosphere and tone as a big fan of all things vampire related i am always happy to see a new variation of the vampire mythos in this case a ghoul like creature residing in a lovecraftian other dimension the director has done a brilliant job of conveying the dark mood of the subject using the decadent art scene as a backdrop to what is essentially a tale of love spanning time and space the pure love of friendship opposed to the lust for blood and life by the vampires in the story the characters in the story are transported to another dimension by the means of a mind altering substance where a shape shifting vampire creature appears to grant them their hearts desires whilst draining them of their life essence there are some analogies to drug addiction and loss of control and how this affects a group of friends in an artistic circle i enjoyed watching the 2 main male characters in the story chris ivan cevic and alex petrovich who were very attractive hunks always a plus point in a vampire story for the female viewers the special effects make up and creature effects were well done and the set design of the vampire s dimension was very effective all in all an enjoyable take on vampire myths and recommended for anyone who likes their vampires with some intelligence and not just action the only thing missing to make it even better would have been a bit more eroticism and nudity as it would have suited the plot and themes ,1
supercarrier was my favorite movie in the later part of the 80 s when it came out my dad taped it for me i watched it all the time until my step mom taped oprah over it my heart was torn i would love to know if or where i can get it from i have been looking for it i believe they even came out w a supercarrier 2 it wasn t as great as the 1st but i would like to have all of them if i could find them i do not think all that it was a bad movie it was a very interesting movie with a lot of action yet it had somewhat of a love story plot to it the actors actresses in the movie were great it also helped me to understand that this is not just a man s world but it is also a woman s world many women can do the same things if not more than what a man can do women deserve much respect for their duties as well ,1
dennis hopper is without a doubt one of the finest underrated american actors of our time and it was interesting to see how he would play out his role as a cop on the case of a child serial killer most movies hopper has always played to psychotic menace threatening to blow up stuff or go on a killing spree but in this movie hopper tried his best to keep that intensity and emotion while carrying a shield once i got into the plot of the movie i was hooked but it s just the little things that ultimately murdered the film the concept of the film is great not only are the cops on the move of catching the killer but we get a chance to see how the gangsters operate in catching the killer the subplot of the football stadium is kinda ridiculous but necessary to involve the gangsters in the killer hunt that s about all that is good you can say about the film although hopper did try to act like a tough experienced street smart cop i can t help but feel his acting was below par and there wasn t enough conviction that he was truly attached to the case the directing was also terrible it didn t have the feel of a true film but rather a tv movie production this is most evident when the gangsters meet for the first time to form an elite team to hunt the killer down when the leading gangster shoots the other mouthy gangster in slow motion the acting was weak predictable and terribly unexciting that s when i knew that 1st of all the action is going to be atrocious the angling of the camera was amateurish and the recalling scenes or haunting images of the killer s little sister had no true distinctive effect if it was supposed to be scary it wasn t everyone s acting was terrible and even for hopper i didn t feel for his character and i just didn t really care too much about his relationship with his daughter the final thing that bothered me the most is the swat team once i saw the swat team in action i was thinking finally something good but i was wrong 1st of all the entire swat team consisted of 4 guys that is just impossible 2nd of all apparently the swat team has no training whatsoever because many times in the film they carry their hka4 submachine guns with one hand had the killer been hiding near the staircase with a shotgun these 4 idiots would ve been blown to bits because they weren t even aiming at anything or paying close attention they should have had both hands on the gun aiming forward but it just looks like they re not taking the job seriously and are just flaunting around 3rd swat team members do not yell out commands such as keep your eyes open watch out for yourselves are we good to go etc in reality they use hand signals or have radios but they re literally yelling at each other how are you supposed to catch the killer when he can hear you re coming and to top it all off these guys have no plan apparently they re just running up and down going on a wild turkey chase eventually they end up doing nothing that was the last straw i m no expert on special forces but basically what i ve just outlined is pretty common sense when the audience knows the movie is terrible the action pretty much becomes the life saver of the movie when you can t even make an effort to make the action great the movie is lost i give 2 stars for the concept but the rest cannot be credited if you want to watch a crime thriller don t bother with this one there s plenty of crime in the movie but it has the lack of thrill ,0
it s hard to imagine that anyone could find this short their favorite if they have seen most of their shorts but i know that humor is very subjective i have seen all of their sound shorts by far the best of their stuff imo and i found this one of their weaker efforts in the year this was made 1930 stan and babe made 15 shorts and one feature they were extremely popular and their boss hal roach took full advantage by keeping them working constantly in addition this was a time of experimentation for the writers and stan i would say this was an experiment that really did not work as someone else said it does not play to their strengths too much dialog and plot the best part of this one for me is the largely improvised sequence with stan as agnes the maid and the great thelma todd talking about girl stuff if you really want to see the boys at their most creative and funny check out blotto or brats from the same year they made so many shorts in such a short time that i think they can be forgiven for turning out a few less then par shorts they made something like 108 films altogether very few except for the ones made at fox were outright failures but there are some county hospital me and my pal the live ghost the fixer uppers come to mind as essentially weak ones but other then those i find something wonderful in just about all their shorts quite a record in my book if you have seen and enjoyed all their other shorts then by all means check this one out but i would be willing to bet that this one was less then memorable to stan and babe ,0
the only other film besides soylent green that has such an air of hopelessness is on the beach both films deal with the consequences for the species and the planet from man made cataclysms on the beach with nuclear war and soylent green with the environmental poisoning of the planet maybe there s cause for some optimism because as of 2007 we haven t reached either of the worlds described in those films and we were supposed to by now new york city still has about 8 million people not the 22 million by the turn of the millenia as described in soylent green environmentalists always hail this film as showing the consequence of global warming for myself it also shows the right to life ethic run amuck obviously there s no family planning in this world either charlton heston is an nypd detective who lives with room mate edward g robinson who s old enough to remember the earth before catastrophe struck there s been a murder committed joseph cotten an executive with the soylent corporation a multi national concern that has come up with a food product some kind of wafer in many colors to feed the world s population it s latest product is soylent green the investigation finds charlton heston getting his man but also it leads to some horrifying truths about the soylent corporation and the future of mankind as heston shouts in the end that soylent green is made of people that we ve become a race of cannibals the horrifying thing is that there is no alternative we ve exhausted the planet and we have to eat our dead to survive this was the farewell performance of edward g robinson and in his memoirs heston spoke movingly of robinson even though they had differing political views a few weeks after robinson wrapped that final scene of his screen demise by consented euthanasia he passed away in real life not many did but heston knew that robinson was terminally and there was no acting involved in that final death scene between the two of them though the timetable was off it doesn t mean that the world envisioned by soylent green may not come to pass hopefully we ll have not just the intelligence but the sense of shared responsibility to keep that from happening ,1
i am giving this pretentious piece of garbage a 1 simply because i don t believe there is a worse movie in the world i hate this movie i hate the acting dialog setting writing and directing i hope everyone that was involved in this movie burns and rots in the darkest circle of hell damn this disgusting waste of time i pray every day that this movie is just a figment of my imagination i pray that i dreamt the movie and that i will never have to see it at my local video store again burn in hell,0
i guess this is the first movie that made me aware of the term cult flick it is totally a bad movie but i can t help it i like this movie richard boone has made better and so has joan van arc but if you are in to staying up late and watching movies that don t make you think to much this one is for you ,1
hello boys and girls this isn t your regular movie review because this is going to be the cold hard truth are you serious this movie sucked so many balls i couldn t keep them out of my mouth they might as well have sprayed me in the eye with monkey semen you d need one seriously large douche to pump out all the vaginal fluid from this movie the plot was very lacking the actors were terrible i rewound the dance number several times and had to pause it even more because i was choking on my own spit do boys everyone peace r h besties4lyf,0
i was going to use the german scream as a summary but that was already taken lol it sums up anatomy nicely provided you re not alien to reading subtitles anatomy fits in snugly with the scream urban legend pack it s a teen horror set in a medical school where the students are going missing then turning up as experiment subjects in the dissection lab cue one plucky student investigating herself and uncovering a giant conspiracy provided you re watching the original german language film i can t comment on the dub having not seen the english edition anatomy is sharply written and cleverly plotted so that the tension never really lets up in comparison to it s american counterparts the mystery is uncovered much faster meaning that instead of being a slasher right up until the final reveal anatomy evolves during it s running time from a slasher come body horror movie into a smart and exciting thriller it s a gripping ride from start to finish hats off to the actors involved as well franka potente proves once more that she s an intelligent smart actress who can make any role come to life her central performance as paula is a great foundation for the movie to build from the spooky lecturers and their teachers pets are equally good a truly foreboding presence at all times it s also astounding that the movie doesn t drag much the pace is fast and punchy very similar to the earlier urban legend meaning that there s always something going on to keep your attention high if there s one downside it could be that some will find anatomy too gruesome for them but if you persevere through the first half s admittedly graphic dissection sequences the latter half with it s exciting thriller overtones will reward you i recommend anatomy to anyone who enjoys a good teen horror but is a bit jaded with the american take on the matter ,1
